20303;46371;1936;20;;
20304;8151;1952;22;;
20305;84822;1948;27;;
20306;44476;1952;48;;
20307;34043;1936;17;;
20308;73669;1932;46;;
20309;96283;1952;27;;
20310;15977;1932;0;;
20311;62280;1912;20;;
20312;28918;1972;21;190.0;80.0
20313;34690;1996;22;;
20314;14635;1956;22;;
20315;39708;1952;19;;
20316;67630;1948;25;;
20317;33081;1952;30;;
20318;300;1924;0;;
20319;38611;1988;22;186.0;75.0
20320;73712;1952;36;;
20321;90284;1996;27;;
20322;14839;1952;58;;
20323;35449;1992;30;;
20324;13869;1996;27;;
20325;75959;1976;25;170.0;55.0
20326;77185;1928;37;;
20327;44311;1952;21;;
20328;3781;1980;30;;
20329;23182;1912;25;;
20330;22521;1928;0;;
20331;46950;1992;21;;
20332;38916;1952;38;;
20333;80956;1912;0;;
20334;22212;1988;19;;
20335;81514;1904;17;;
20336;26086;1912;36;;
20337;28218;1948;19;;
20338;1132;1996;27;;
20339;12649;1952;20;;
20340;92965;1920;24;;
20341;34331;1920;28;;
20342;39844;1924;29;;
20343;71940;1908;22;;
20344;29675;1948;19;;
20345;26322;1936;46;;
20346;55214;1948;30;;
20347;28190;1912;36;;
20348;16623;1908;0;;
20349;13407;1980;0;;
20350;9899;1932;64;;
20351;73827;1928;20;;
20352;55349;1996;21;;
20353;98757;1948;22;;
20354;84708;1928;30;;
20355;59619;2008;21;;
20356;30501;2016;22;;
20357;53110;1952;19;;
20358;7419;1912;20;;
20359;69241;1924;48;;
20360;15686;1960;23;;
20361;38420;1936;24;;
20362;94427;1952;30;;
20363;44206;1936;47;;
20364;93501;1936;33;;
20365;19634;1956;26;;
